id,title,genres,vote_average,vote_count,revenue,release_date,image_width,image_height
937249,57 Seconds,"['Thriller', 'Science Fiction', 'Action']",6.125,627,0,2023-09-29,500,750
575264,Mission: Impossible - Dead Reckoning Part One,"['Action', 'Thriller', 'Adventure']",7.5,5027,571125435,2023-07-08,500,750
299054,Expend4bles,"['Action', 'Adventure', 'Thriller']",6.072,1845,37917985,2023-09-15,500,750
678512,Sound of Freedom,"['Action', 'Drama']",7.956,2721,250600000,2023-07-03,500,750
1151534,Nowhere,"['Thriller', 'Drama']",7.311,1549,0,2023-09-29,500,750
968051,The Nun II,['Horror'],6.6,2432,269670590,2023-09-06,500,750
1008042,Talk to Me,['Horror'],7.136,3660,91959188,2023-07-26,500,750
980489,Gran Turismo,"['Adventure', 'Drama', 'Action']",7.707,3327,121700000,2023-08-09,500,750
961268,Ballerina,"['Action', 'Thriller']",7.007,677,0,2023-10-06,500,750
762430,Retribution,"['Thriller', 'Action', 'Adventure']",6.536,1340,18685751,2023-08-23,500,750
958006,The Kill Room,"['Comedy', 'Crime']",5.9,287,476375,2023-09-14,500,750
939335,Muzzle,"['Action', 'Thriller']",6.465,345,7807,2023-09-29,500,750
615656,Meg 2: The Trench,"['Action', 'Science Fiction', 'Horror']",6.382,3912,398500317,2023-08-02,500,750
385687,Fast X,"['Action', 'Crime', 'Thriller']",7.002,6256,704709660,2023-05-17,500,750
893723,PAW Patrol: The Mighty Movie,"['Family', 'Comedy', 'Adventure', 'Animation']",6.995,537,202231360,2023-09-21,500,750
820525,After Everything,"['Romance', 'Drama']",6.882,989,10644463,2023-09-13,500,750
346698,Barbie,"['Comedy', 'Adventure']",6.928,10950,1447138421,2023-07-19,500,750
732684,Raiders of the Lost Library,"['Action', 'Adventure']",6.0,79,0,2022-10-27,500,708
818511,Overhaul,"['Action', 'Thriller', 'Drama']",6.831,139,0,2023-08-28,500,750
554600,Uri: The Surgical Strike,"['Action', 'Drama', 'War']",7.037,470,0,2019-01-11,500,750
976573,Elemental,"['Animation', 'Family', 'Romance', 'Fantasy', 'Comedy']",7.578,5230,496444308,2023-06-14,500,750
667538,Transformers: Rise of the Beasts,"['Science Fiction', 'Adventure', 'Action']",7.176,5218,441381193,2023-06-06,500,750
951491,Saw X,"['Horror', 'Mystery']",7.172,2328,125319714,2023-09-27,500,750
974931,Totally Killer,"['Horror', 'Comedy', 'Science Fiction']",6.788,1086,0,2023-09-28,500,750
616747,Haunted Mansion,"['Comedy', 'Drama', 'Fantasy']",6.432,1218,117449790,2023-07-26,500,750
1174725,Race to the Summit,"['Documentary', 'Action', 'Adventure']",6.9,66,0,2023-10-04,500,750
569094,Spider-Man: Across the Spider-Verse,"['Animation', 'Action', 'Adventure', 'Science Fiction']",8.333,8433,690897910,2023-05-31,500,750
1032948,V/H/S/85,"['Horror', 'Thriller']",5.71,162,0,2023-11-23,500,750
963746,Summer of 1941,"['Action', 'War']",5.7,30,0,2022-04-21,500,701
1171541,Sniper: G.R.I.T. - Global Response & Intelligence Team,"['Action', 'Thriller']",6.514,180,0,2023-05-01,500,750
466420,Killers of the Flower Moon,"['Crime', 'History', 'Drama']",7.399,4059,158722599,2023-10-18,500,750
807172,The Exorcist: Believer,['Horror'],5.811,1247,136998069,2023-10-04,500,750
335977,Indiana Jones and the Dial of Destiny,"['Adventure', 'Action']",6.513,4079,383963057,2023-06-25,500,750
884315,Terror on the Prairie,"['Western', 'Action', 'Thriller']",6.0,80,0,2022-09-08,500,667
603692,John Wick: Chapter 4,"['Action', 'Thriller', 'Crime']",7.707,7820,447316405,2023-03-21,500,750
298618,The Flash,"['Action', 'Science Fiction', 'Adventure']",6.616,4920,271333313,2023-06-13,500,750
1034062,Mortal Kombat Legends: Cage Match,"['Animation', 'Action', 'Fantasy', 'Adventure']",6.761,142,0,2023-10-17,500,750
872585,Oppenheimer,"['Drama', 'History']",8.033,11581,952000000,2023-07-19,500,750
502356,The Super Mario Bros. Movie,"['Family', 'Comedy', 'Adventure', 'Fantasy', 'Animation']",7.588,10466,1360879735,2023-04-05,500,750
1076364,Carl's Date,"['Animation', 'Family', 'Comedy', 'Romance']",7.44,442,0,2023-06-15,500,750
833326,Zero Fucks Given,"['Drama', 'Comedy']",6.318,447,0,2022-03-02,500,750
830764,Pet Sematary: Bloodlines,['Horror'],5.552,420,0,2023-09-23,500,750
1081400,The Mill,"['Science Fiction', 'Horror']",5.9,87,0,2023-10-09,500,750
800198,Know Fear,['Horror'],5.8,17,0,2022-01-20,500,750
852436,Let Her Kill You,"['Thriller', 'Mystery']",6.1,156,0,2023-03-08,500,750
597845,Finnick,"['Comedy', 'Adventure', 'Animation', 'Fantasy', 'Family']",7.4,119,7523353,2022-03-24,500,750
1181678,¿Quieres ser mi hijo?,"['Comedy', 'Romance']",8.563,310,0,2023-09-21,500,750
862552,The Ritual Killer,"['Mystery', 'Thriller', 'Action', 'Drama']",5.789,351,0,2023-03-09,500,750
447277,The Little Mermaid,"['Adventure', 'Family', 'Fantasy', 'Romance']",6.3,3281,569626289,2023-05-18,500,750
717930,Kandahar,"['Action', 'Thriller', 'War']",6.769,1212,9400000,2023-05-25,500,750
820609,No One Will Save You,"['Horror', 'Science Fiction']",6.676,1418,0,2023-09-21,500,750
1002338,Operation Napoleon,['Thriller'],6.159,170,0,2023-01-26,500,750
1034587,Amigos,"['Action', 'Thriller']",4.8,12,0,2023-02-10,500,750
447365,Guardians of the Galaxy Vol. 3,"['Science Fiction', 'Adventure', 'Action']",7.924,8168,845550000,2023-05-03,500,750
1024773,It Lives Inside,"['Horror', 'Mystery']",5.683,282,4800000,2023-09-06,500,750
1010581,My Fault,"['Drama', 'Romance', 'Thriller']",7.8,4027,0,2023-06-08,500,750
1102425,Don't Look Away,"['Horror', 'Thriller']",4.4,33,0,2023-09-01,500,750
724209,Heart of Stone,"['Action', 'Crime', 'Thriller']",6.73,1881,0,2023-08-09,500,750
1081662,Appendage,['Horror'],5.61,177,0,2023-03-11,500,750
614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,"['Animation', 'Comedy', 'Action', 'Science Fiction']",7.2,1563,180513586,2023-07-31,500,750
912908,Strays,"['Comedy', 'Adventure']",7.165,991,32000000,2023-08-17,500,750
744278,Mondocane,"['Action', 'Crime', 'Science Fiction', 'Drama']",6.3,152,0,2021-09-03,500,750
1172009,The Black Book,"['Action', 'Mystery', 'Thriller']",6.7,93,0,2023-09-22,500,750
76600,Avatar: The Way of Water,"['Action', 'Adventure', 'Science Fiction']",7.593,13939,2353096253,2022-12-14,500,750
990140,Sakra,['Action'],6.4,195,159959,2023-01-16,500,744
947507,Just Super,"['Animation', 'Family', 'Fantasy']",5.727,22,2013434,2022-09-30,500,750
315162,Puss in Boots: The Last Wish,"['Animation', 'Adventure', 'Fantasy', 'Comedy', 'Family']",8.201,8721,484700000,2022-12-07,500,750
1047041,Detective Conan: Black Iron Submarine,"['Animation', 'Action', 'Crime', 'Mystery']",7.0,137,106771806,2023-04-14,500,750
746339,Ogre,"['Horror', 'Fantasy', 'Drama']",5.2,52,0,2022-04-20,500,750
614479,Insidious: The Red Door,"['Horror', 'Thriller']",6.512,1935,189086877,2023-07-05,500,750
734253,Adipurush,"['Action', 'Adventure', 'Fantasy']",4.6,105,54300000,2023-06-16,500,750
1180731,Make Me Scream,['Comedy'],5.6,7,0,2023-10-02,500,750
928217,Two Of A Kind,['Comedy'],5.8,153,0,2022-09-28,500,750
156022,The Equalizer,"['Thriller', 'Action', 'Crime']",7.283,9845,192330738,2014-09-24,500,750
670292,The Creator,"['Science Fiction', 'Action', 'Adventure']",7.0,3755,104272136,2023-09-27,500,750
910571,Fair Play,"['Drama', 'Thriller', 'Romance']",6.317,614,0,2023-09-28,500,750
1146348,"Scooby-Doo! and Krypto, Too!","['Animation', 'Family', 'Mystery', 'Fantasy', 'Comedy']",7.436,94,0,2023-09-25,500,750
1168842,Monster Inside: America's Most Extreme Haunted House,"['Documentary', 'Crime']",6.103,29,0,2023-10-12,500,750
841742,Megalomaniac,"['Horror', 'Mystery', 'Thriller']",5.5,56,0,2023-09-08,500,701
900667,One Piece Film Red,"['Animation', 'Adventure', 'Action', 'Fantasy']",7.202,1117,171315305,2022-08-06,500,750
1040148,"Ruby Gillman, Teenage Kraken","['Animation', 'Family', 'Fantasy', 'Comedy']",7.167,1097,46247409,2023-06-28,500,750
9479,The Nightmare Before Christmas,"['Fantasy', 'Animation', 'Family']",7.83,10256,75634409,1993-10-09,500,750
459003,Mavka: The Forest Song,"['Animation', 'Adventure', 'Family', 'Fantasy']",7.146,836,17974964,2023-03-02,500,750
1006462,The Flood,"['Action', 'Mystery', 'Thriller', 'Horror']",6.2,282,25,2023-07-14,500,750
884605,No Hard Feelings,"['Comedy', 'Romance']",6.678,3752,83000000,2023-06-15,500,750
1049951,Viking: Bloodlust,"['Action', 'History']",6.9,79,0,2023-04-21,500,760
790493,Spy Kids: Armageddon,"['Family', 'Comedy', 'Adventure', 'Science Fiction']",5.968,171,0,2023-09-22,500,750
1083862,Resident Evil: Death Island,"['Action', 'Animation', 'Science Fiction', 'Horror']",7.3,1093,53929,2023-06-22,500,750
1085218,Darkland: The Return,"['Thriller', 'Action']",6.4,590,0,2023-04-13,500,714
635910,The Last Voyage of the Demeter,"['Horror', 'Fantasy']",6.751,1902,21600000,2023-08-09,500,750
496450,"Miraculous: Ladybug & Cat Noir, The Movie","['Animation', 'Fantasy', 'Action', 'Romance', 'Family']",7.595,943,40208268,2023-07-05,500,750
361743,Top Gun: Maverick,"['Action', 'Drama']",8.152,10750,1488732821,2022-05-21,500,750
675531,Dark Harvest,"['Horror', 'Fantasy', 'Thriller']",6.003,296,0,2023-10-11,500,750
14836,Coraline,"['Animation', 'Family', 'Fantasy']",7.9,8859,185860104,2009-02-05,500,750
433499,Finding Steve McQueen,['Crime'],6.053,160,0,2019-03-15,500,750
634649,Spider-Man: No Way Home,"['Action', 'Adventure', 'Science Fiction']",7.934,21772,1921847111,2021-12-15,500,750
1076487,Warhorse One,"['Action', 'War', 'Drama']",7.203,325,0,2023-06-30,500,750
923579,Cats in the Museum,"['Animation', 'Comedy', 'Family', 'Fantasy']",6.6,53,8093685,2023-03-23,500,750
3933,Corpse Bride,"['Romance', 'Fantasy', 'Animation']",7.584,10090,118133252,2005-09-12,500,750
840326,Sisu,"['Action', 'War', 'Thriller']",7.412,2767,14281199,2022-09-09,500,750
176,Saw,"['Horror', 'Mystery', 'Crime']",7.42,9962,104045735,2004-10-01,500,750
1179664,A Deadly Invitation,"['Comedy', 'Mystery']",5.7,178,0,2023-10-06,500,750
758323,The Pope's Exorcist,"['Horror', 'Thriller']",6.912,3105,76987621,2023-04-05,500,750
882569,Guy Ritchie's The Covenant,"['War', 'Action', 'Thriller']",7.717,3113,21948551,2023-04-19,500,750
1161048,The Conference,"['Horror', 'Comedy']",5.509,403,0,2023-10-13,500,750
1170944,Heist 88,"['Crime', 'Drama']",6.655,103,0,2023-10-01,500,750
934433,Scream VI,"['Horror', 'Thriller', 'Crime']",6.953,3124,169063850,2023-03-08,500,750
1005772,Jikirag,['Horror'],6.3,46,0,2022-09-02,500,750
299536,Avengers: Infinity War,"['Adventure', 'Action', 'Science Fiction']",8.234,31712,2052415039,2018-04-25,500,750
455476,Knights of the Zodiac,"['Fantasy', 'Action', 'Science Fiction']",6.287,1276,7000000,2023-04-27,500,750
791373,Zack Snyder's Justice League,"['Action', 'Adventure', 'Fantasy']",8.091,10719,0,2021-03-18,500,750
1108211,Lost in the Stars,"['Mystery', 'Crime', 'Thriller']",6.6,100,334039200,2023-06-22,500,750
640146,Ant-Man and the Wasp: Quantumania,"['Action', 'Adventure', 'Science Fiction']",6.232,5739,476071180,2023-02-15,500,750
1147964,Angela,"['Drama', 'Crime']",5.7,45,0,2023-09-07,500,750
697843,Extraction 2,"['Action', 'Thriller', 'Crime']",7.385,2848,0,2023-06-09,500,750
439079,The Nun,['Horror'],5.902,7127,366082797,2018-09-05,500,750
9552,The Exorcist,"['Horror', 'Drama']",7.741,8552,441306145,1973-12-26,500,750
568124,Encanto,"['Animation', 'Comedy', 'Family', 'Fantasy']",7.569,10132,261292688,2021-10-13,500,750
588228,The Tomorrow War,"['Action', 'Science Fiction', 'Adventure']",7.469,4036,14400000,2021-09-03,500,750
677179,Creed III,"['Drama', 'Action']",7.077,2838,275300000,2023-03-01,500,750
1064835,The Seven Deadly Sins: Grudge of Edinburgh Part 2,"['Action', 'Adventure', 'Fantasy', 'Animation']",7.2,227,0,2023-08-08,500,750
505642,Black Panther: Wakanda Forever,"['Action', 'Adventure', 'Science Fiction']",7.009,7377,859102154,2022-11-09,500,750
536554,M3GAN,"['Science Fiction', 'Horror']",7.028,4744,181796517,2022-12-28,500,750
713704,Evil Dead Rise,"['Horror', 'Thriller']",6.911,3589,147156372,2023-04-12,500,750
744276,After Ever Happy,"['Romance', 'Drama']",6.769,1362,19238073,2022-08-24,500,750
537915,After,"['Drama', 'Romance']",7.109,8499,69497587,2019-04-11,500,750
1129932,Rage,"['Horror', 'Drama', 'Thriller']",6.2,24,0,2023-06-03,500,750
1018754,Shortcomings,"['Comedy', 'Drama', 'Romance']",6.0,83,666482,2023-08-04,500,750
606403,Special Delivery,"['Action', 'Crime']",7.0,209,0,2022-01-12,500,750
1152797,Freestyle,"['Crime', 'Action', 'Thriller']",6.4,39,0,2023-09-22,500,750
423108,The Conjuring: The Devil Made Me Do It,"['Horror', 'Mystery', 'Thriller']",7.358,6472,206444123,2021-05-25,500,750
457332,Hidden Strike,"['Action', 'Comedy', 'Thriller']",6.9,1056,0,2023-07-06,500,750
536437,Hypnotic,"['Mystery', 'Science Fiction', 'Thriller']",6.201,1447,16014123,2023-05-11,500,750
1145851,The Boogeyman: Origins,"['Horror', 'Adventure']",6.2,119,0,2023-08-11,500,750
763165,The Burial,"['Drama', 'History']",7.079,605,0,2023-10-06,500,750
744275,After We Fell,"['Drama', 'Romance']",7.012,2719,21753705,2021-09-01,500,750
965244,Ghost in the Shell: SAC_2045 Sustainable War,"['Animation', 'Action', 'Science Fiction']",6.849,76,0,2021-12-21,500,750
1142740,Murder City,"['Crime', 'Thriller', 'Action', 'TV Movie']",5.8,12,0,2023-06-29,500,750
345887,The Equalizer 2,"['Action', 'Thriller', 'Crime']",6.784,5903,190400157,2018-07-19,500,750
869855,Hazard,"['Action', 'Comedy']",5.6,41,0,2022-07-20,500,707
1880,Red Dawn,"['Action', 'Thriller', 'War', 'Drama']",6.308,875,38400000,1984-08-10,500,750
724901,Stalker,"['Thriller', 'Horror']",4.7,22,0,2020-08-31,500,750
671,Harry Potter and the Philosopher's Stone,"['Adventure', 'Fantasy']",7.898,29377,976475550,2001-11-16,500,750
1175306,Me vuelves loca,['Comedy'],8.4,124,0,2023-09-07,500,750
983793,Mojave Diamonds,"['Action', 'Crime', 'Thriller']",4.8,17,0,2023-08-24,500,750
1172674,The Rat Catcher,['Comedy'],6.612,519,0,2023-09-28,500,750
493529,Dungeons & Dragons: Honor Among Thieves,"['Adventure', 'Fantasy', 'Comedy']",7.326,4497,208200000,2023-03-23,500,750
814776,Bottoms,['Comedy'],6.748,826,12976079,2023-08-25,500,750
1146147,A Really Haunted Loud House,"['TV Movie', 'Comedy', 'Family', 'Horror']",6.4,23,0,2023-09-28,500,750
594767,Shazam! Fury of the Gods,"['Comedy', 'Action', 'Fantasy']",6.429,3594,134221819,2023-03-15,500,750
1028493,Legacy Peak,"['Adventure', 'Family']",5.024,21,0,2022-09-22,500,750
979275,Mob Land,"['Action', 'Crime', 'Thriller']",5.537,94,0,2023-08-04,500,750
1172676,Poison,"['Comedy', 'Drama', 'Thriller']",6.858,570,0,2023-09-29,500,750
866463,Reptile,"['Crime', 'Mystery', 'Thriller', 'Drama']",6.674,1194,0,2023-09-29,500,750
939338,Epic Tails,"['Animation', 'Adventure', 'Fantasy', 'Family', 'Comedy']",6.819,130,4834952,2023-01-25,500,750
807986,The Hummingbird,['Drama'],6.9,212,0,2022-10-14,500,750
42994,Memories,"['Fantasy', 'Animation', 'Science Fiction']",7.451,554,0,1995-12-23,500,750
1160164,TAYLOR SWIFT | THE ERAS TOUR,['Music'],8.203,513,261656269,2023-10-13,500,750
254128,San Andreas,"['Action', 'Drama', 'Thriller']",6.244,8954,473990832,2015-05-27,500,750
626735,Dog,"['Drama', 'Comedy']",7.294,1741,84774243,2022-02-17,500,750
864101,Mira,"['Science Fiction', 'Drama', 'Adventure', 'Family']",7.453,418,0,2022-12-22,500,750
1149381,Soulcatcher,"['Action', 'Thriller']",6.35,287,0,2023-08-02,500,750
672,Harry Potter and the Chamber of Secrets,"['Adventure', 'Fantasy']",7.703,23425,876688482,2002-11-13,500,750
613504,After We Collided,"['Drama', 'Romance']",7.156,5451,47990414,2020-09-02,500,750
436270,Black Adam,"['Action', 'Adventure', 'Science Fiction']",6.816,6947,393452111,2022-10-19,500,750
1103825,War of the Worlds: The Attack,"['Science Fiction', 'Mystery', 'Thriller']",4.969,195,0,2023-04-21,500,750
1135229,I Am Rage,['Action'],6.8,56,0,2023-09-14,500,750
991708,El Conde,"['Fantasy', 'Comedy', 'Horror']",6.159,340,0,2023-09-07,500,750
1093485,The White Storm 3: Heaven or Hell,"['Action', 'Crime', 'Thriller']",6.1,64,0,2023-07-06,500,709
985939,Fall,['Thriller'],7.106,4455,17363261,2022-08-11,500,750
1067820,Awareness,"['Science Fiction', 'Mystery', 'Thriller', 'Action']",5.931,218,0,2023-03-16,500,750
812225,Black Clover: Sword of the Wizard King,"['Animation', 'Fantasy', 'Action', 'Adventure']",8.103,364,0,2023-06-16,500,750
709631,Cobweb,['Horror'],6.43,1039,10091821,2023-07-19,500,750
507086,Jurassic World Dominion,"['Adventure', 'Action', 'Science Fiction']",6.604,6969,1004004592,2022-06-01,500,750
1150394,La Leyenda de los Chaneques,"['Animation', 'Comedy', 'Family', 'Horror']",8.3,254,0,2023-07-14,500,750
1030587,Doraemon the Movie: Nobita's Sky Utopia,"['Animation', 'Family', 'Adventure', 'Science Fiction', 'Fantasy']",7.1,43,37475850,2023-03-03,500,750
696002,Paydirt,"['Action', 'Crime', 'Thriller']",5.678,76,0,2020-08-07,500,750
664767,Mortal Kombat Legends: Scorpion's Revenge,"['Animation', 'Action', 'Fantasy']",8.088,1443,0,2020-04-12,500,750
532408,The Boogeyman,['Horror'],6.388,1064,82344833,2023-05-31,500,750
299534,Avengers: Endgame,"['Adventure', 'Science Fiction', 'Action']",8.234,27473,2799439100,2019-04-24,500,750
957992,The Great Arms Robbery,"['Action', 'Crime', 'Drama']",6.462,65,0,2022-04-09,500,750
766507,Prey,"['Thriller', 'Action', 'Science Fiction']",7.662,7609,0,2022-08-02,500,750
1126577,Til Death Do Us Part,"['Horror', 'Thriller', 'Action']",5.673,110,0,2023-08-03,500,750
675445,PAW Patrol: The Movie,"['Family', 'Comedy', 'Adventure', 'Animation']",7.3,1263,144327371,2021-08-09,500,750
1081676,Forgotten Love,"['Drama', 'Romance']",7.849,348,0,2023-09-26,500,750
883870,Mon Heroine,['Comedy'],6.2,51,0,2022-12-14,500,750
1163045,Jagun Jagun,"['Action', 'Drama']",6.7,58,0,2023-08-10,500,750
1167725,Love Is in the Air,"['Romance', 'Comedy']",6.176,119,0,2023-09-28,500,750
675353,Sonic the Hedgehog 2,"['Action', 'Adventure', 'Family', 'Comedy']",7.435,5815,405421518,2022-03-30,500,750
87101,Terminator Genisys,"['Science Fiction', 'Action', 'Thriller']",5.95,8904,440603537,2015-06-23,500,750
198663,The Maze Runner,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",7.189,17985,348319861,2014-09-10,500,750
916224,Suzume,"['Animation', 'Drama', 'Adventure', 'Fantasy']",7.887,1700,314992206,2022-11-11,500,750
818110,The Magic Flute,"['Adventure', 'Fantasy', 'Music', 'Family']",6.4,126,492000,2022-09-30,500,750
453395,Doctor Strange in the Multiverse of Madness,"['Fantasy', 'Action', 'Adventure']",7.225,10195,955775804,2022-05-04,500,750
120,The Lord of the Rings: The Fellowship of the Ring,"['Adventure', 'Fantasy', 'Action']",8.431,27301,871368364,2001-12-18,500,750
1061181,Kingdom III: The Flame of Destiny,"['Action', 'Adventure', 'War']",7.5,134,36259522,2023-07-28,500,707
414906,The Batman,"['Crime', 'Mystery', 'Thriller']",7.658,11771,772775278,2022-03-01,500,750
1186774,Reunión 10 años – No se aceptan devoluciones,['Comedy'],7.5,29,0,2023-10-03,500,707
1041631,The Haunted Museum: 3 Ring Inferno,['Horror'],6.5,12,0,2022-10-31,500,750
980078,Winnie the Pooh: Blood and Honey,['Horror'],5.0,1551,7717044,2023-01-26,500,750
1003581,Justice League: Warworld,"['Animation', 'Action', 'Science Fiction', 'Adventure']",6.774,292,0,2023-07-25,500,750
602734,Spiral: From the Book of Saw,"['Horror', 'Mystery']",5.902,2255,40618920,2021-05-12,500,750
868759,Ghosted,"['Action', 'Comedy', 'Romance']",6.886,2151,0,2023-04-18,500,750
324786,Hacksaw Ridge,"['Drama', 'History', 'War']",8.189,14728,175302354,2016-10-07,500,750
1058694,Radical,['Drama'],8.322,495,21761164,2023-10-19,500,750
616037,Thor: Love and Thunder,"['Fantasy', 'Action', 'Comedy']",6.374,8473,760928081,2022-07-06,500,750
673,Harry Potter and the Prisoner of Azkaban,"['Adventure', 'Fantasy']",8.008,22990,789804554,2004-05-31,500,750
808,Shrek,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']",7.759,18580,488977919,2001-05-18,500,750
646385,Scream,"['Horror', 'Mystery']",6.7,3811,138874789,2022-01-12,500,750
597,Titanic,"['Drama', 'Romance']",7.902,26981,2264162353,1997-12-18,500,750
585,"Monsters, Inc.","['Animation', 'Comedy', 'Family']",7.848,19636,579700000,2001-11-01,500,750
1088812,SpongeBob SquarePants Presents The Tidal Zone,"['Animation', 'Comedy', 'Adventure']",7.0,43,0,2023-01-13,500,667
856289,Creation of the Gods I: Kingdom of Storms,"['Action', 'Fantasy', 'War']",7.1,473,369081777,2023-07-15,500,750
675,Harry Potter and the Order of the Phoenix,"['Adventure', 'Fantasy']",7.672,20663,938212738,2007-07-08,500,750
1180445,Ahasss,"['Thriller', 'Drama']",4.2,8,0,2023-10-13,500,750
767,Harry Potter and the Half-Blood Prince,"['Adventure', 'Fantasy']",7.681,20639,933959197,2009-07-15,500,750
813477,Shin Kamen Rider,"['Action', 'Drama', 'Science Fiction']",7.0,299,15787771,2023-03-17,500,750
420818,The Lion King,"['Adventure', 'Drama', 'Family', 'Animation']",7.098,10691,1662020819,2019-07-12,500,750
901362,Trolls Band Together,"['Animation', 'Family', 'Music', 'Fantasy', 'Comedy', 'Adventure']",7.2,972,210231405,2023-10-12,500,750
585083,Hotel Transylvania: Transformania,"['Animation', 'Comedy', 'Family', 'Adventure', 'Fantasy']",7.037,2994,18500000,2022-01-31,500,741
216015,Fifty Shades of Grey,"['Drama', 'Romance', 'Thriller']",5.871,12325,569651467,2015-02-11,500,750
508947,Turning Red,"['Animation', 'Family', 'Comedy', 'Fantasy']",7.318,5736,21813358,2022-03-10,500,750
876825,I Love My Dad,['Comedy'],5.9,49,0,2022-08-05,500,750
923939,The Wonderful Story of Henry Sugar,"['Comedy', 'Fantasy', 'Drama']",7.253,1354,0,2023-09-20,500,750
674,Harry Potter and the Goblet of Fire,"['Adventure', 'Fantasy']",7.801,22004,895921036,2005-11-16,500,750
122917,The Hobbit: The Battle of the Five Armies,"['Action', 'Adventure', 'Fantasy']",7.332,15239,956019788,2014-12-10,500,750
445651,The Darkest Minds,"['Action', 'Adventure', 'Drama']",7.023,2914,41142379,2018-07-25,500,750
663712,Terrifier 2,['Horror'],6.7,2458,15741780,2022-10-06,500,750
997317,Kaguya-sama: Love Is War -The First Kiss That Never Ends-,"['Animation', 'Comedy', 'Romance']",7.945,91,440441,2022-12-17,500,750
296096,Me Before You,"['Drama', 'Romance']",7.917,13147,207945075,2016-06-01,500,750
720318,The Wedding Day,['Drama'],6.0,39,0,2021-10-08,500,751
1036561,Shadow Master,"['Action', 'Fantasy', 'Thriller']",6.7,108,0,2022-11-03,500,750
238,The Godfather,"['Drama', 'Crime']",8.687,22736,245066411,1972-03-14,500,750
8587,The Lion King,"['Animation', 'Family', 'Drama']",8.252,19550,763455561,1994-06-15,500,750
945729,A Haunting in Venice,"['Mystery', 'Thriller', 'Crime']",6.575,2783,121400000,2023-09-13,500,750
1061617,Chef Jack: The Adventurous Cook,"['Animation', 'Adventure']",6.4,18,0,2023-01-19,500,750
1020394,The Squad: Home Run,"['Action', 'Thriller', 'Crime', 'Drama']",6.1,147,0,2023-08-25,500,750
841755,Mortal Kombat Legends: Battle of the Realms,"['Animation', 'Action', 'Fantasy']",7.59,481,0,2021-08-30,500,750
296271,The Devil Conspiracy,"['Horror', 'Fantasy', 'Science Fiction', 'Thriller']",6.468,456,0,2023-01-13,500,750
315635,Spider-Man: Homecoming,"['Action', 'Adventure', 'Science Fiction']",7.33,23010,880978185,2017-07-05,500,750
73723,The Lorax,"['Animation', 'Family']",6.523,3834,349305397,2012-03-01,500,750
940241,97 Minutes,"['Action', 'Thriller', 'Drama']",4.7,94,0,2023-06-09,500,750
24428,The Avengers,"['Science Fiction', 'Action', 'Adventure']",7.995,37126,1518815515,2012-04-25,500,750
22,Pirates of the Caribbean: The Curse of the Black Pearl,"['Adventure', 'Fantasy', 'Action']",7.821,22051,655011224,2003-07-09,500,750
995612,Girlfriend's Taste 2,['Romance'],6.5,2,0,2020-11-13,500,750
290859,Terminator: Dark Fate,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",6.415,5599,261119292,2019-10-23,500,750
862,Toy Story,"['Family', 'Comedy', 'Animation', 'Adventure']",7.971,19723,401157969,1995-11-22,500,750
832502,The Monkey King,"['Animation', 'Fantasy', 'Adventure', 'Family', 'Comedy']",6.521,335,0,2023-07-30,500,750
4247,Scary Movie,['Comedy'],6.389,7665,278023280,2000-07-07,500,750
893712,Sword Art Online the Movie – Progressive – Scherzo of Deep Night,"['Animation', 'Action', 'Fantasy', 'Science Fiction']",7.6,215,9071701,2022-10-22,500,750
1000475,River Wild,"['Mystery', 'Thriller', 'Adventure']",6.331,80,0,2023-10-30,500,732
1017066,Heaven in Hell,"['Drama', 'Romance']",6.6,88,2318915,2023-02-10,500,750
829557,365 Days: This Day,"['Romance', 'Drama']",5.926,1829,0,2022-04-26,500,750
278,The Shawshank Redemption,"['Drama', 'Crime']",8.718,30088,28341469,1994-09-23,500,750
1119792,Road Trip Hostage,['Thriller'],6.6,5,0,2023-04-29,500,750
106646,The Wolf of Wall Street,"['Crime', 'Drama', 'Comedy']",8.028,25721,407038432,2013-12-25,500,750
644124,Dampyr,"['Horror', 'Fantasy', 'Action']",6.2,176,362113,2022-10-28,500,750
610150,Dragon Ball Super: Super Hero,"['Animation', 'Science Fiction', 'Action']",7.879,2992,86600000,2022-06-11,500,750
438631,Dune,"['Science Fiction', 'Adventure']",7.78,14695,410668500,2021-09-15,500,750
19995,Avatar,"['Science Fiction', 'Action', 'Adventure']",7.601,33755,2923706026,2009-12-16,500,750
353081,Mission: Impossible - Fallout,"['Action', 'Adventure']",7.448,9055,824171374,2018-07-25,500,750
890771,The Black Demon,"['Thriller', 'Horror']",5.91,688,0,2023-04-26,500,750
958182,Heroic,"['Drama', 'Thriller']",7.2,201,0,2023-09-21,500,750
438148,Minions: The Rise of Gru,"['Family', 'Comedy', 'Adventure', 'Animation', 'Science Fiction']",7.3,3983,940203765,2022-06-29,500,750
155,The Dark Knight,"['Action', 'Crime', 'Thriller']",8.528,35463,1004558444,2008-07-16,500,750
1152238,Sons of Summer,"['Action', 'Thriller', 'Crime']",6.3,18,0,2023-07-28,500,750
